conversation,panic_meter
"Just another day, stuck in traffic due to rain 😒",94.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",59.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",76.6
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",94.0
"Can't believe the size of these waves, never seen like this before",46.2
"Storm surge is breaking the wall, sea water entering colony in Chennai",70.3
"Heavy rain again, classic Mumbai monsoon 😂",27.8
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",86.8
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",83.6
"Mumbai rains again lol, bas abhi to office chhod dhoona dosi 😂🌧️",16.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhipulab dosto 😡",70.5
"Seashore flooding slowly, people moving inland",49.5
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",64.7
"Storm surge is breaking the wall, sea water entering colony in Mumbai",70.3
"Power cut in whole area due to cyclone, scary night 😰",65.5
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",87.8
"High waves hitting the shore, fishermen in danger 🚤🌊",56.4
"No food, no drinking water since yesterday, stranded in Kolkata flood",80.7
"Kids crying, we are on rooftop since last night, water rising fast 🚨",91.3
"Beach closed due to high tide, lifeguards warning tourists ⚠️",73.0
"Heavy rain again, classic Mumbai monsoon 😂",17.5
"Basement completely filled with water, car doob gayi 😭 #Floods",91.3
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",7.6
Rainy vibes with chai ☕ but roads full of water 🤦,0.4
"Can't believe the size of these waves, never seen like this before",49.2
"Water entered ground floor, electricity gone, please send help urgently!!",95.5
"Just another day, stuck in traffic due to rain 😒",80.0
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",62.2
"Just another day, stared at wall ever since morning, rain heavy again 😒",75.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",34.8
"High waves hitting the shore, fishermen in danger 🚤🌊",58.9
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,48.1
"Power cut in whole area due to cyclone, scary night 😰",74.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.2
"Power cut in whole area due to cyclone, scary night 😰",72.8
"Kids crying, we are on rooftop since last night, water rising fast 🚨",91.3
Rainy vibes with chai ☕ but roads full of water 줝꿿,33.9
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",80.0
Lol people swimming on road again 🌧️,17.9
Lol people swimming on road again 🌧️,33.6
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,37.3
"High waves hitting the shore, fishermen in danger 🚤🌊",67.6
Lol people swimming on road again 🌧️,2.3
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",12.8
"Cyclone holiday declared, no college today yay 😅",15.2
"Power cut in whole area due to cyclone, scary night 😰",75.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",62.3
"Cyclone destroyed roof of my house, kids shivering 😢",87.3
"Water entered ground floor, electricity gone, please send help urgently!!",92.1
"Mumbai rains again lol,bas abhi to office chhod do 😂🌧️",11.2
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",98.1
"No food, no drinking water since yesterday, stranded in Cuttack flood",80.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.5
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",76.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.0
"Basement completely filled with water, car doob gayi 😭 #Floods",86.6
"Power cut in whole area due to cyclone, scary night 😰",63.1
"Heavy rain again, classic Mumbai monsoon 😂",15.1
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",96.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",24.3
"Seashore flooding slowly, people moving inland",72.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",34.8
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",73.1
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",80.0
"Storm surge is breaking the wall, sea water entering colony in Puri",70.4
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",63.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",67.2
"Kids crying, we are on rooftop since last night, water rising fast 🚨",97.4
"@IndianNavy please rescue us, stuck in Mumbai since cyclone hit!",89.9
"Water entered ground floor, electricity gone, please send help urgently!!",88.7
"Basement completely filled with water, car doob gayi 😭 #Floods",94.6
"High waves hitting the shore, fishermen in danger 🚤🌊",71.5
"Power cut in whole area due to cyclone, scary night 😰",70.5
"Beach closed due to high tide, lifeguards warning tourists ⚠️",56.1
"Just another day, stuck in traffic due to rain 😒",84.0
"Just another day, stuck in traffic due to rain 😒",86.2
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",87.1
Lol people swimming on road again 🌧️,14.9
"Cyclone destroyed roof of my house, kids shivering 😢",91.9
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",91.6
"Basement completely filled with water, car doob gayi 😭 #Floods",97.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",54.9
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",83.2
"High waves hitting the shore, fishermen in danger 🚤🌊",57.3
"Can't believe the size of these waves, never seen like this before",49.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",61.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.0
"Cyclone holiday declared, no college today yay 😅",18.9
"My house is completely flooded, water until knee level 😭 #FloodAlert",50.4
"Waters entered ground floor, electricity gone, please send help urgently!!",85.1
"Heavy rain again, classic Mumbai monsoon 😂",15.2
"Himalayan rain again, classic Mumbai monsoon 😂",12.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,33.8
"Beach closed due to high tide, lifeguards warning tourists ⚠️",55.5
"Cyclone holiday declared, no college tomorrow yay 😅",8.1
"Can't believe thesizeofthesewaves, neverseenbefore",70.4
"Heavy rain again, classic Mumbai monsoon 😂",26.8
"Just another day, stuck in traffic due to rain 😒",88.9
"High waves hitting the shore, fishermen in danger 🚤🌊",63.9
"@IndianNavalBaseMumbais closing, stay tuned for flood alert!🙏",44.7
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",54.1
Lol people swimming on road again 🌧️,27.6
"No food, no drinking water since yesterday, stranded in Cuttack flood",89.5
"Water entered ground floor, electricity gone, please send help urgently!!",94.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",76.4
"Power cut in whole area due to cyclone, scary night 😰",64.2
"Basement completely filled with water, car doob gayi 😭 #Floods",94.0
"Can't believe the size of these waves, never seen like this before",67.6
"@IndianNavy please rescue us, stuck in Mumbai since cyclone hit!",90.4
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",63.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.0
Lol people swimming on road again 🌧️,35.8
"Just another day, stuck in traffic due to rain 😒",91.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.9
"Big wave hitting the shore, fishermen in danger 🚤🌊",65.2
"Storm surge is breaking the wall, sea water entering colony in Chennai",53.1
"Heavy rain again, classic Mumbai monsoon 😂",30.3
"Seashore flooding slowly, people moving inland",35.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",54.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",53.6
"High waves hitting the shore, fishermen in danger 🚤🌊",74.8
Rainy vibes with chai ☕ but roads full of water 🤦,15.2
"Power cut in whole area due to cyclone, scary night 😰",78.0
"No food, no drinking water since yesterday, stranded in Kolkata flood",96.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",47.8
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",90.0
"Water entered ground floor, electricity gone, please send help urgently!!",99.5
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",96.1
"Power cut in whole area due to cyclone, scary night 😰",69.4
"Mr President, Cyclone destroyed roof of my house, kids shivering 😢",85.6
"Can't go outside, roads blocked due to heavy rain in Bengaluru. anyone else stuck?",89.0
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,47.6
"@IndianNavy please rescue us, stuck in Visakhapatnam since cyclone hit!",91.5
"Basement completely filled with water, car doob gayi 😭 #Floods",92.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",50.7
"Flood in Mumbai, please @NDRF come fast 🙏",72.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",52.8
"Water entered ground floor, electricity gone, please send help urgently!!",89.2
"Basement completelyfilled with water, car doob gayi 😭 #Floods",89.8
"Basement completely filled with water, car doob gayi 😭 #Floods",89.2
"Can't believe the size of these waves, never seen like this before",73.0
"Basement completely filled with water, car doob gayi 😭 #Floods",88.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.9
"Water entered ground floor, electricity gone, please send help urgently!!",80.2
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",96.6
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,54.1
"Cyclone holiday declared, no college today yay 😅",27.9
"Power cut in whole area due to cyclone, scary night 😰",64.1
"High waves hitting the shore, fishermen in danger 🚤🌊",62.1
"Just another day, stuck in traffic due to rain 😒",85.7
"Can't believe the size of these waves, never seen like this before",35.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.2
"Storm surge is breaking the wall, sea water entering colony in Cuttack",64.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,26.1
"Seashore flooding slowly, people moving inland",44.7
"Water entered ground floor, electricity gone, please send help urgently!!",80.4
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",93.9
"Heavy rain again, classic Mumbai monsoon 😂",36.5
Rainy vibes with chai ☕ but roads full of water 🤦,15.2
"Basement completely filled with water, car doob gayi 😭 #Floods",85.1
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",94.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak~😡",58.8
"No food, no drinking water since yesterday, stranded in Puri flood",86.3
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.3
Lol people swimming by road again 🌧️,17.8
"Power cut in entire area due to cyclone, scary night 😰",52.5
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",80.4
"Basement completely filled with water, car doob gayi 😭 #Floods",92.9
"Just another day, stuck in traffic due to rain 😒",80.2
"Water entered ground floor, electricity gone, please send help urgently!!",93.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",54.6
"No food, no drinking water since yesterday, stranded in Cuttack flood",99.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",86.0
"Cyclone destroyed roof of my house, kids shivering 😢",82.1
"Power cut in whole area due to cyclone, scary night 😰",74.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
"Just another day, stuck in traffic due to rain 😒",83.3
"Basement completely filled with water, car doob gayi 😭 #Floods",81.2
"Can't go outside, roads blocked due to heavy rain in Chennai. Anyone else stuck?",94.6
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",55.5
"Cyclone holiday declared, no college today yay 😅",15.2
"No food, no drinking water since yesterday, stranded in Cuttack flood",98.9
Rainy vibes with chai ☕ but roads full of water 🤦,25.8
"No food, no drinking water since yesterday, stranded in Chitrakeri flood",87.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",13.9
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",86.4
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",87.2
"My house is completely flooded, water till knee level 😭 #FloodAlert",51.1
"Basement completely filled with water, car doob gayi 😭 #Floods",88.6
"Rains again hit the sky, hot chai again 🤦",15.8
"Can't go outside, roads blocked due to heavy rain in Mumbai. Anyone else stuck?",81.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",50.8
Rainy vibes with chai ☕ but roads full of water 🤦,7.4
"Storm surge is breaking the wall, sea water entering colony in Chennai",70.9
"Seashore flooding slowly, people moving inland",33.1
"High waves hitting the shore, fishermen in danger 🚤🌊",73.8
"Just another day, stuck in traffic due to rain 😒",83.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",91.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",13.8
"Flood in Puri, please @NDRF come fast 🙏",54.8
"Can't believe the size of these waves, never seen like this before",49.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",74.6
"Heavy rain again, classic Mumbai monsoon 😂",16.4
"Cyclone destroyed roof of my house, kids shivering 😢",94.1
"Water entered ground floor, electricity gone, please send help urgently!!",91.3
"Basement completely filled with water, car doob gayi 😭 #Floods",82.1
"Power cut in whole area due to cyclone, scary night 😰",69.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.2
"No food, no drinking water since yesterday, stranded in Cuttack flood",83.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",54.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",71.6
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",91.4
"Seashore flooding slowly, people moving inland",34.1
"Roads blocked due to heavy rain in Kolkata, please @NDRF come fast 🙏",70.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",51.0
"@IndianNavy please rescue us, stuck in Cuttack since Cyclone Hit!",90.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",83.6
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",76.6
@IMDPune alert @IndianNavalDockyardFort I hope you’re well prepared for this one!,47.2
"Seashore flooding slowly, people moving inland",25.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe#TamilNadu,36.6
"Water entered ground floor, electricity gone, please send help urgently!!",88.1
Rainy vibes with chai ☕ but roads full of water 🤦,30.8
"Water entered ground floor, electricity gone, please send help urgently!!",84.1
"Power cut in whole area due to cyclone, scary night 😰",79.3
"Power cut in whole area due to cyclone, scary night 😰",59.3
"Just another day, stuck in traffic due to rain 😒",85.0
"Storm surge is breaking the wall, sea water entering colony in Kolkata",59.6
"Grid dies, cars without fuel, cyclone holiday declared 😅",69.6
"At least houses are partially constructed, people living on rooftops since last week 😢",76.5
"High waves hitting the shore, fishermen in danger 🚤🌊",60.5
"Just another day, stuck in traffic due to rain 😒",84.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",32.0
"Heavy rain again, classic Mumbai monsoon 😂",14.2
"Heavy rain again, classic Mumbai monsoon 😂",29.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",73.8
"@IndianNavy please rescue us, stuck in Visakhapatnam since cyclone hit!",97.6
"Can't go outside, roads blocked due to heavy rain in Mumbai. anyone else stuck?",92.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",76.5
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",96.2
"Just another day, stuck in traffic due to rain 😒",85.4
"Water entered ground floor, electricity gone, please send help urgently!!",96.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",16.2
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",82.7
"Flood in Mumbai, please @NDRF come fast 🙏",74.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",56.9
"Power cut in whole area due to cyclone, scary night 😰",69.8
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",60.6
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",90.1
"High waves hitting the shore, fishermen in danger 🚤🌊",54.4
"Storm surge is breaking the wall, sea water entering colony in Kolkata",65.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",56.7
"Heavy rain again, classic Mumbai monsoon 😂",38.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",83.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",33.8
"@IndianNavy please rescue us, stuck in Visakhapatnam since cyclone Hit!",90.6
"Basement completely filled with water, car doob gayi 😭 #Floods",89.6
"Seashore flooding slowly, people moving inland",61.6
"Flood in Chennai, please @NDRF come fast 🙏",72.3
Lol people swimming on road again 🌧️,37.6
"Basement completely filled with water, car doob gayi 😭 #Floods",86.4
"Flood in Cuttack, please @NDRF come fast 🙏",59.2
Lol people swimming on road again 🌧️,14.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",66.5
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.0
"Basement completely filled with water, car doob gayi 😭 #Floods",98.6
"Water entered ground floor, electricity gone, please send help urgently!!",92.4
"Just another day, stuck in traffic due to rain 😒",82.0
"Just another day, stuck in traffic due to rain 😒",87.4
"Power cut in whole area due to cyclone, scary night 😰",58.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",62.8
"Flood in Puri, please @NDRF arrive fast!🙏",70.5
Rainy vibes with chai ☕ but roads full of water 🤦,26.3
"Flood in Kolkata, please @NDRF come fast 🙏",63.2
Kadal la periya alai varuthu (big waters at sea) 🌊 stay safe #TamilNadu,20.1
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,34.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",99.8
"Heavy rain again, classic Mumbai monsoon 😂",23.4
"Can't believe the size of these waves, never seen like this before",78.0
"Just another day, stuck in traffic due to rain 😒",90.0
"Water entered ground floor, electricity gone, please send help urgently!!",96.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",21.6
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,70.3
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",84.1
"@IndianNavy please rescue us, stuck in Mumbai since Cyclonehit!",90.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",46.4
"Basement completely filled with water, car doob gayi 😭 #Floods",96.4
"Water entered ground floor, electricity gone, please send help urgently!!",85.7
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.2
"Cyclone destroyed roof of my house, kids shivering 😢",81.5
"Heavy rain again, classic Mumbai monsoon 😂",0.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",38.1
"Can't believe the size of these waves, never seen like this before",69.4
"No food, no drinking water since yesterday, stranded in Kolkata flood",96.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",20.5
"Just another day, stuck in traffic due to rain 😒",81.5
"Power cut in whole area due to cyclone, scary night 😰",69.3
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",90.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",77.3
"Storm surge is breaking the wall, sea water entering colony in Cuttack",61.5
"Seashore flooding slowly, people moving inland",60.9
"High waves hitting the shore, fishermen in danger 🚤🌊",67.3
"Beach closed due to high tide, lifeguards warning tourists ⚠️",59.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.0
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",80.7
Rainy vibes with chai ☕ but roads full of water 🤦,36.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",67.0
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",90.6
"Can't believe the size of these waves, never seen like this before",70.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",64.6
"Storm surge is breaking the wall, sea water entering colony in Chennai",65.8
"No food, no drinking water since yesterday, stranded in Puri flood",83.5
"High waves hitting the shore, fishermen in danger 🚤🌊",67.4
"Seashore flooding slowly, people moving inland",41.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",59.5
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",97.6
"Can't go outside, roads blocked due to heavy rain in Mumbai. Anyone else stuck?",99.8
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",55.1
Mahmen gaamy (big waves at sea) 🌊 stay safe #TamilNadu,70.1
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",56.7
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",89.5
"Seashore flooding slowly, people moving inland",72.1
"Cyclone holiday declared, no college today yay 😅",20.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",72.4
"@IndianNavalArmyFighting hard against terrorists, shipping goods through sea",20.4
Lol people swimming on road again 🌧️,17.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,74.5
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",93.7
"Flood in Mumbai, please @NDRF come fast 🙏",57.2
Rainy vibes with chai ☕ but roads full of water 🤦,22.7
"Just another day, stuck in traffic due to rain 😒",86.6
"Can't go out, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",89.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",96.4
"Can't believe the size of these waves, never seen like this before",42.1
"High waves hitting the shore, fishermen in danger 🚤🌊",52.2
"Just another day, stuck in traffic due to rain 😒",91.6
"Heavy rain again, classic Mumbai monsoon 😂",34.2
"Water entered ground floor, electricity gone, please send help urgently!!",92.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",76.4
"Cyclone winds are too strong, trees falling everywhere 🌪️ #Cyclone Alert",66.5
"Power cut in whole area due to cyclone, scary night 😰",61.8
"Basement completely filled with water, car doob gayi 😭 #Floods",99.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",20.3
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",61.8
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",90.0
"Storm surge is breaking the wall, sea water entering colony in Thiruvananthapuram",78.9
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,38.0
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",99.2
"Seashore flooding slowly, people moving inland",21.1
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",93.2
"Heavy rain again, classic Mumbai monsoon 😂",34.5
"Can't believe the size of these waves, never seen like this before",48.1
"Seashore flooding slowly, people moving inland",40.7
"Power cut in whole area due to cyclone, scary night 😰",68.0
"Can't believe the size of these waters, never seen like this before",65.2
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",93.1
"Just another day, stuck in traffic due to rain 😒",86.3
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",20.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",59.5
"Storm surge is breaking the wall, sea water entering colony in Chennai",56.0
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",93.4
"Just another day, stuck in traffic due to rain 😒",86.4
"My house is completely floored, water till knee level 😭 #FloodAlert",41.2
"Waters entered ground floor, electricity gone, please send help urgently!!",80.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safety #TamilNadu,72.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",53.4
"Storm surge is breaking the wall, sea water entering colony in Visakhaptamra",62.8
"My house is completely flooured, water till knee level 😭 #FloodAlert",71.2
Kavach lay■ adarsh hai • merida vellé dia de por thus feira •#LucknowMonarchy,45.2
"Power cut in whole area due to cyclone, scary night 😰",76.3
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",89.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",90.4
"Just another day, stuck in traffic due to rain 😒",87.3
"Cyclone destroyed roof of my house, kids shivering 😢",80.5
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.0
"Just another day, stuck in traffic due to rain 😒",85.0
"Cyclone holiday declared, no college today yay 😅",15.2
Rainy vacation with chai ☕ but roads full of water 🤦,39.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,59.1
"High waves hitting the shore, fishermen in danger 🚤🌊",71.5
"Seashore flooding slowly, people moving inland",59.2
"Flood in Kolkata, please @NDRF come fast 🙏",64.2
"Power cut in whole area due to cyclone, scary night 😰",57.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",14.7
"Basement completely filled with water, car doob gayi 😭 #Floods",83.7
"Just another day, stuck in traffic due to rain 😒",94.1
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",83.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",83.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",62.8
"Water entered ground floor, electricity gone, please send help urgently!!",99.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",71.7
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",94.8
"Can't go outside, roads blocked due to heavy rain in Chennai. Anyone else stuck?",97.4
"Cyclone destroyed roof of my house, kids shivering 😢",93.3
"Heavy rain again, classic Mumbai monsoon 😂",35.5
"Huge wave hitting the shore, fisherpeople running for life 🚤🌊",62.5
"Storm surge is breaking the wall, sea water entering colony in Thiruvananthapuram",64.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",60.7
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",75.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",21.9
"Just another day, stuck in traffic due to rain 😒",80.5
"Power cut in whole area due to cyclone, scary night 😰",76.3
"Cyclone holiday declared, no college today yay 😅",12.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",89.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",37.3
"Cyclone holiday declared, no college today yay 😅",12.1
Rainy vibes with chai ☕ but roads full of water 🤦,17.8
"Heavy rain again, classic Mumbai monsoon 😂",19.5
"Storm surge is breaking the wall, sea water entering colony in Kolkata",59.5
"Can't believe the size of these waves, never seen like this before",69.9
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",84.1
"No food, no drinking water since yesterday, stranded in Cuttack flood",99.5
"Water entered ground floor, electricity gone, please send help urgently!!",97.3
"Power cut in whole area due to cyclone, scary night 😰",56.7
"@IndianNavalTroops sending reinforce to Cuttack, stay safe #IncisorStrike",47.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,37.4
"Cyclone destroyed roof of my house, kids shivering 😢",80.5
"Can't believe the size of these waves, never seen like this before",77.0
"Just another day, stuck in traffic due to rain 😒",92.7
"Cyclone destroyed roof of my house, kids shivering 😢",90.1
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,25.8
"@IndianNavalTroops executing drone attacks, ships passing close to Puri coast",37.2
"Heavy rain again, classic Mumbai monsoon 😂",17.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,75.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayiabhi lo~😡",20.5
"Power cut in whole area due to cyclone, scary night 😰",72.6
"Can't believe the size of these waves, never seen like this before",79.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",16.5
"Beach closed due to high tide, lifeguards warning tourists ⚠️",47.7
"Flood in Kolkata, please @NDRF come fast 🙏",34.5
"Just another day, stuck in traffic due to rain 😒",84.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",78.4
"Kids crying, we are on rooftop since last night, water rising fast 🚨",95.3
"No food, no drinking water since yesterday, stranded in Cuttack flood",98.1
"Power cut in whole area due to cyclone, scary night 😰",54.8
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
