conversation,panic_meter
"Power cut in whole field ascribable to cyclone, scary nox 😰",63.1
"But another day, stuck in traffic referable to rain down 😒",84.1
"Merely another solar day, stick in traffic due to rain 😒",84.1
"Seashore floodingslowly, the great unwashed move inland",50.7
"Seashore floodingslowly, people strike inland",50.7
Rainy vibes with chai ☕ but roads full of weewee 🤦,10.6
Rainy vibraharp with chai ☕ but roads full of urine 🤦,10.6
"My theatre make up completely flooded, water system till knee floor 😭 # FloodAlert",45.4
"My house be entirely flood, water till genu level 😭 # FloodAlert",45.4
"Might cut in whole sphere due to cyclone, scary nox 😰",59.1
"Business leader cut in unhurt sphere due to cyclone, scary dark 😰",59.1
"Cellar completely occupy with water, automobile doob gayi 😭 # Floods",89.0
"Basement completely filled with water system, railroad car doob gayi 😭 # Floods",89.0
"Basement completelyfilled with water, railroad car dh Gayi 😭 # Floodalert",50.0
"Cellar completelyfilled with water, cable car dh Gayi 😭 # Floodalert",50.0
"No food, no drink water system since yesterday, run aground in Puri outpouring",84.0
"No solid food, no boozing water since yesterday, stranded in Puri flood tide",84.0
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",52.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",52.5
"Fry crying, we are on rooftop since last nighttime, water rising tight 🚨",88.6
"Kidskin crying, we be on rooftop since last nox, water prove fast 🚨",88.6
Groundwork living accommodations facility (thair ascendancy) v actual delivery (quantity) delusion again 😂,77.8
Base housing deftness (thair ascendancy) vs actual deliverance (quantity) hallucination once again 😂,77.8
"Flood tide in Visakhapatnam, delight @ NDRF come fast 🙏",51.5
"Outpouring in Visakhapatnam, please @ NDRF come tight 🙏",51.5
"Cyclone idle words are as well impregnable, trees shine everywhere 🌪 ️ # CycloneAlert",56.4
"Cyclone wind comprise to a fault strong, trees shine everywhere 🌪 ️ # CycloneAlert",56.4
Lol people float on road again 🌧 ️,11.1
Lol people drown on route over again 🌧 ️,11.1
"No nutrient, no drinking water supply since yesterday, stranded in Cuttack flood",82.3
"No food, no drinking weewee since yesterday, ground in Cuttack inundation",82.3
"My house is completely flooded, water cashbox articulatio genus point 😭 # FloodAlert",76.6
"My house is completely flooded, urine money box knee level 😭 # FloodAlert",76.6
"Only another day, dumbfound in traffic ascribable to rain down 😒",84.0
"Just another mean solar day, stuck in traffic referable to rain down 😒",84.0
"No food, no drink weewee since yesterday, strand in Kolkata flood",81.2
"No intellectual nourishment, no crapulence water since yesterday, strand in Kolkata inundation",81.2
"No food for thought, no crapulence piss since yesterday, stranded in Kolkata flood",98.0
"No nutrient, no drinking body of water since yesterday, strand in Kolkata flood",98.0
"Gamy waves hitting the shoring, fishermen in risk 🚤 🌊",58.2
"High waves hitting the shoring, fishermen in risk 🚤 🌊",58.2
"Can ' t believe the size of it of these waves, ne'er see comparable this before",49.2
"Can ' t consider the sizing of these waves, never seen like this before",49.2
"Fundament ' t go taboo, route blocked due to heavy rain in Cuttack. Anyone else stuck?",95.3
"Can ' t decease out, road blocked ascribable to heavy rainfall in Cuttack. Anyone else deposit?",95.3
"Mumbai rain down again lol, bas abhi to spot chhod do 😂 🌧 ️",13.7
"Mumbai rains again lol, bas abhi to government agency chhod do 😂 🌧 ️",13.7
"@ IndianNavy please rescue america, cleave in Cuttack since cyclone smasher!",88.0
"@ IndianNavy please rescue uracil, stuck in Cuttack since cyclone smasher!",88.0
"Seashore inundate slowly, people propel inland",33.8
"Seashore flooding slowly, citizenry affect inland",33.8
"Zulumi fury (cyclone holiday) officially declare, no college today yay 😅",24.8
"Zulumi fury (cyclone holiday) formally declared, no college today yay 😅",24.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",58.8
"Bhai kal se baarish holmium rahi hai, koi madad nahi aayi abhi tak 😡",58.8
"My sign of the zodiac is all flood, water till knee level 😭 # FloodAlert",56.3
"My house is altogether flood, water till knee grade 😭 # FloodAlert",56.3
"Beach closured ascribable to high lunar time period, lifeguards warning tourer ⚠ ️",44.2
"Beach closured imputable to high lunar time period, lifeguards warning tourists ⚠ ️",44.2
"Just another daylight, adhere in dealings referable to rain 😒",81.2
"Only another day, amaze in dealings due to rain 😒",81.2
"Just another day, perplex in traffic due to rain down 😒",80.2
"Scarce another day, stuck in dealings imputable to rain down 😒",80.2
"Cyclone destroyed roof of my household, kids shivering 😢",86.3
"Cyclone destroyed roof of my house, minor thrill 😢",86.3
"Cyclone wind are too strong, trees settle everyplace 🌪 ️ # CycloneAlert",63.1
"Cyclone winds are to a fault impregnable, trees falling everyplace 🌪 ️ # CycloneAlert",63.1
"Cyclone winds are too substantial, tree falling everywhere 🌪 ️ # CycloneAlert",75.7
"Cyclone winds are too hard, trees light everywhere 🌪 ️ # CycloneAlert",75.7
"Nipper shout, we are on rooftop since terminal night, weewee rising fast 🚨",91.4
"Kids crying, we are on rooftop since concluding night, water rising tight 🚨",91.4
"Storm upsurge comprise breaking the rampart, sea water entering colony in Chennai",61.8
"Violent storm surge is breaking the wall, ocean piddle entering dependency in Chennai",61.8
"Mumbai rain down again lol, bas abhi to function chhod serve 😂 🌧 ️",9.0
"Mumbai rains again lol, bas abhi to authority chhod make 😂 🌧 ️",9.0
"Cellar completely filled with water, car doob gayi 😭 # Flood",80.3
"Cellar completely filled with piss, car doob gayi 😭 # Floods",80.3
"Power gash in unhurt area due to cyclone, chilling night 😰",71.0
"Power cut in hale expanse due to cyclone, shuddery night 😰",71.0
"My sign is completely flooded, water till knee joint stratum 😭 # FloodAlert",64.3
"My house is all flooded, weewee till knee joint point 😭 # FloodAlert",64.3
"Mellow waves come to the shore, fishermen in peril 🚤 🌊",63.5
"High wave hitting the shoring, fisher in danger 🚤 🌊",63.5
"No nutrient, no imbibing water since yesterday, stranded in Kolkata flood",83.0
"No food, no drinking water since yesterday, stranded in Calcutta flood",83.0
"Heavy rainwater again, classic Bombay monsoon 😂",33.9
"Heavy rainwater again, classic Mumbai monsoon 😂",33.9
"Can ' t trust the size of these wave, ne'er seen like this before",46.4
"John ' t believe the size of these wave, ne'er regard like this before",46.4
"Just another day, bewilder in dealings due to rain down 😒",88.0
"Scarcely another day, stuck in dealings due to rain 😒",88.0
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",55.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",55.5
"@ IndianNavy please delivery us, stick in Thiruvananthapuram since cyclone hit!",92.8
"@ IndianNavy please saving u, stuck in Thiruvananthapuram since cyclone hit!",92.8
"Seashore flooding slowly, masses be active inland",50.0
"Seashore flooding tardily, people affect inland",50.0
"Urine entered ground storey, electricity move, please send service desperately!!",82.5
"Water entered ground base, electrical energy gone, delight get off service urgently!!",82.5
"Beach close up imputable to high tide, lifeguards warning tourist ⚠ ️",60.4
"Beach closed due to mellow tide, lifesaver warning holidaymaker ⚠ ️",60.4
"Water come in footing level, electrical energy gone, please place help urgently!!",80.4
"Urine entered ground level, electrical energy blend, please send aid urgently!!",80.4
"@ IndianNavy Please rescue usa, stuck in Cuttack since cyclone hit!",88.1
"@ IndianNavy Please rescue united states, stuck in Cuttack since cyclone striking!",88.1
"Violent storm surge is breaking the wall, ocean water entering colony in Puri",68.8
"Tempest upsurge is breaking the wall, ocean water participate colony in Puri",68.8
"Urine enroll ground floor, electricity go, please send assist desperately!!",85.7
"Pee insert ground floor, electricity conk out, delight send service urgently!!",85.7
"Power cut in whole area referable to cyclone, shivery night 😰",64.0
"Power cut in unhurt field due to cyclone, scary night 😰",64.0
Lol people swimming on route again 🌧 ️,17.7
Lol people float on route again 🌧 ️,17.7
"My house is completely floored, h2o till knee joint level 😭 # FloodAlert",21.5
"My house constitute whole floored, water system till knee level 😭 # FloodAlert",21.5
"Heavy rainwater again, classical Mumbai monsoon 😂",25.5
"Heavy rain again, classical Bombay monsoon 😂",25.5
"Superpower swing in whole area due to cyclone, scarey night 😰",65.2
"Power cut in whole region due to cyclone, scary night 😰",65.2
"Umpteenth rhythm of rain, graeco roman Mumbai monsoon 😂",31.3
"Umpteenth cycle of rainwater, definitive Bombay monsoon 😂",31.3
"Water inscribe ground floor, electricity pop off, delight mail aid urgently!!",99.0
"Urine recruit ground floor, electrical energy gone, please beam avail urgently!!",99.0
"Can ' t pop off outside, roads blocked ascribable to heavy rain in Visakhapatnam. Anyone else stuck?",91.5
"Can ' t cash in one's chips outside, roadstead blocked referable to heavy pelting in Visakhapatnam. Anyone else stuck?",91.5
Lol people swimming on road once more 🌧 ️,9.3
Lol people swim on road again 🌧 ️,9.3
"High waves hit the shores, fisher in risk 🚤 🌊",67.1
"Gamy waves attain the shores, fisherman in danger 🚤 🌊",67.1
"Seashore oversupply slow, people moving inland",73.9
"Seashore flood tardily, citizenry moving inland",73.9
"Not again, hurricane vacation hold again 😂",39.2
"Not once more, hurricane holiday adjudge again 😂",39.2
Kadal la periya alai varuthu (large waves at sea) 🌊 stay secure # TamilNadu,70.3
Kadal atomic number 57 periya alai varuthu (great waves at ocean) 🌊 remain safe # TamilNadu,70.3
"Do not function into beach, please @ bharat alarum 🙏",50.2
"Cause not go into beach, please @ republic of india alarm 🙏",50.2
"Storm billow is breaking the paries, sea water entering colony in Bombay",52.8
"Violent storm surge equal breaking the wall, ocean water record colony in Mumbai",52.8
"Cyclone destroyed roof of my house, kids throb 😢",87.8
"Cyclone destroyed roof of my house, kids shiver 😢",87.8
"Force out ' t believe the size of it of these wave, never seenlike this before",72.2
"Can ' t think the size of these wave, ne'er seenlike this before",72.2
"Barely another day, stick in dealings imputable to rain 😒",93.5
"Just another twenty four hours, deposit in traffic referable to rain 😒",93.5
"High undulation hitting the shoring, fisher in danger 🚤 🌊",57.0
"Mellow waves collide with the shore, fisher in danger 🚤 🌊",57.0
"Weewee insert ground flooring, electricity survive, please institutionalise help urgently!!",82.0
"H2o entered ground level, electrical energy gone, please commit help desperately!!",82.0
"Storm surge be breaking the wall, ocean water entering settlement in Calcutta",78.0
"Violent storm surge is breaking the wall, ocean water entering dependency in Calcutta",78.0
"Beach closed ascribable to high tide, lifesaver warning visitor ⚠ ️",70.6
"Beach closed imputable to eminent lunar time period, lifesaver warning visitors ⚠ ️",70.6
Kadal la periya alai varuthu (big wave at sea) 🌊 stay safe # TamilNadu,46.4
Kadal la periya alai varuthu (great waves at ocean) 🌊 stay safe # TamilNadu,46.4
"Sidesplitter, no wind slowing the wave, panama hat facing terror 🙏",69.6
"Wow, no air current slowing the wave, sailor face threat 🙏",69.6
"Kids crying, we cost on rooftop since last place nox, water supply rising tight 🚨",100.0
"Kid hollo, we are on rooftop since final night, piss rising fast 🚨",100.0
"Office excision in solid orbit due to cyclone, scary night 😰",75.5
"Magnate cut in unhurt area due to cyclone, scary nox 😰",75.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",74.7
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",74.7
"Storm surge is breaking the rampart, ocean water entering dependency in Puri",65.5
"Storm surge is breaking the paries, ocean piss entering settlement in Puri",65.5
"Storm surge exist split the wall, sea water entering colony in Madras",69.5
"Storm upsurge is stop the wall, sea water entering dependency in Madras",69.5
"Cellar all occupy with water, car doob gayi 😭 # Floods",90.7
"Cellar completely filled with water, car scutch grass gayi 😭 # Flood",90.7
"Beach closed due to eminent tide, lifeguards warning tourists ⚠ ️",41.1
"Beach closed imputable to high tide, lifeguard warning tourist ⚠ ️",41.1
"Small fry crying, we embody on rooftop since last night, water rising fast 🚨",90.3
"Kids crying, we be on rooftop since last nighttime, body of water rising fast 🚨",90.3
"No food, no drunkenness water since yesterday, ground in Thiruvananthapuram flood",90.0
"No food, no drink water since yesterday, run aground in Thiruvananthapuram rising tide",90.0
"Cyclone vacation declared, no college today yay 😅",31.2
"Cyclone holiday declared, no college today yay 😅",31.2
"Bombay rains once again lol, bas abhi to situation chhod do 😂 🌧 ️",7.7
"Mumbai rains once more lol, bas abhi to office chhod do 😂 🌧 ️",7.7
"My sign is completely swamp, water trough knee level 😭 # FloodAlert",54.5
"My house be completely deluge, water supply till knee level 😭 # FloodAlert",54.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",57.4
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",57.4
"Give notice ' t go external, route occlude due to heavy rainwater in Bombay. Anyone else stuck?",92.8
"Can ' t fail external, roads stuff due to gruelling rain in Bombay. Anyone else stuck?",92.8
"Power swing in whole region due to cyclone, shuddery night 😰",62.8
"Power cut in solid field referable to cyclone, scary night 😰",62.8
"Seashore flooding slowly, mass move inland",32.5
"Seashore flood slowly, people impress inland",32.5
"Just another day, stick in dealings imputable to rain 😒",95.6
"Just another mean solar day, stuck in traffic ascribable to rain 😒",95.6
"Storm surge cost let out the wall, ocean pee entering colony in Puri",68.1
"Tempest spate is breaking the paries, sea water system entering colony in Puri",68.1
"High pitched wave hit the shore, fishermen in danger 🚤 🌊",73.0
"Eminent wave pip the shore, fishermen in danger 🚤 🌊",73.0
"Water embark ground level, electrical energy decease, please send help desperately!!",92.6
"Water enrol ground base, electricity buy the farm, delight post help urgently!!",92.6
"Heavy rainwater again, classic Bombay monsoon 😂",27.3
"Heavy rain again, authoritative Mumbai monsoon 😂",27.3
"@ IndianNavy please delivery us, stuck in Cuttack since bike yāthuda hindi dobara ayikere 🙏",75.5
"@ IndianNavy please rescue united states of america, stuck in Cuttack since cycle yāthuda hindi dobara ayikere 🙏",75.5
"Running shakily on route, mass falling everywhere 😭 @ INDIANNTITULI",73.4
"Run shakily on road, mass falling all over 😭 @ INDIANNTITULI",73.4
Rainy vibes with chai ☕ but roads full of piss 🤦,34.1
Rainy vibes with chai ☕ but roadstead broad of water 🤦,34.1
"Flood in Visakhapatnam, please @ NDRF come fast 🙏",73.8
"Inundation in Visakhapatnam, delight @ NDRF come fast 🙏",73.8
"Power baseball swing in unharmed region due to cyclone, scary night 😰",51.7
"Ability cut in whole area due to cyclone, scary night 😰",51.7
"Fart shifted guidance, sea waves strike shore again 🚤 🌊",20.2
"Wind shifted charge, sea wave hitting shore again 🚤 🌊",20.2
"Cyclone winds be too strong, trees fall all over 🌪 ️ # CycloneAlert",70.4
"Cyclone winds be also potent, trees falling everywhere 🌪 ️ # CycloneAlert",70.4
"Mumbai rain over again lol, bas abhi to office chhod do 😂 🌧 ️",17.4
"Mumbai rain again lol, bas abhi to part chhod do 😂 🌧 ️",17.4
"Cyclone destroy roof of my house, minor shivering 😢",93.1
"Cyclone destroy roof of my theater, kids shivering 😢",93.1
"Places slay by cyclone killed adult, children first 🚨 # CycloneAlert",78.4
"Places hit by cyclone kill adult, children first 🚨 # CycloneAlert",78.4
"@ IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",85.0
"@ IndianNavy please rescue atomic number 92, stuck in Cuttack since cyclone bang!",85.0
"Water entered terra firma story, electrical energy gone, delight send help desperately!!",98.7
"Water system entered ground story, electrical energy gone, please transmit help desperately!!",98.7
"Storm surge is break the wall, ocean water recruit dependency in Kolkata",54.7
"Storm surge be breaking the wall, ocean water entering settlement in Calcutta",54.7
"Cyclone flatus are too strong, sir herbert beerbohm tree falling everywhere 🌪 ️ # CycloneAlert",71.3
"Cyclone winds are also unassailable, trees falling everywhere 🌪 ️ # CycloneAlert",71.3
"Cool dark with no light, snow falling fast 😭 # SnowTherapy",39.8
"Chilling night with no illumination, snow fall fast 😭 # SnowTherapy",39.8
Best party in intact town because ocean water raised yard stage 🙏,35.7
C. h. best political party in entire town because sea water raised yard level 🙏,35.7
"High undulation dispatch the shoring, fishermen in danger 🚤 🌊",64.0
"Gamy waves shoot the shoring, fishermen in danger 🚤 🌊",64.0
"Just another day, lodge in traffic due to rain down 😒",98.0
"Just another clarence shepard day jr., stick to in traffic referable to rain 😒",98.0
"Storm billow be let out the wall, sea water entering colony in Madras",57.5
"Tempest surge is violate the wall, sea water get in colony in Madras",57.5
"Violent storm surge is breaking the bulwark, sea h2o move into colony in Chennai",74.1
"Violent storm spate embody breaking the wall, sea water entering colony in Chennai",74.1
"Scarce another day, adhere in traffic ascribable to rain 😒",83.8
"Just now another day, adhere in traffic ascribable to rain 😒",83.8
"In high spirits waves hit the shore, fisherman in danger 🚤 🌊",76.0
"Gamey waves hitting the shore, fishermen in risk 🚤 🌊",76.0
"No solid food, no boozing water since yesterday, stranded in Mumbai flood",80.0
"No food, no drinking piss since yesterday, stranded in Mumbai flood",80.0
"Cyclone winds are likewise strong, tree fall everywhere 🌪 ️ # CycloneAlert",76.5
"Cyclone wind are too strong, trees falling everywhere 🌪 ️ # CycloneAlert",76.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",42.9
"Bhai kal se baarish holmium rahi hai, koi madad nahi aayi abhi tak 😡",42.9
Kadal la periya alai varuthu (bad moving ridge at ocean) 🌊 stay dependable # TamilNadu,72.8
Kadal la periya alai varuthu (big waves at sea) 🌊 delay safe # TamilNadu,72.8
"High waves hit the shoring, fishermen in danger 🚤 🌊",76.2
"High wave hitting the shore, fisherman in danger 🚤 🌊",76.2
"Precisely another day, stuck in traffic referable to rain 😒",96.4
"Just another day, stay put in dealings due to rain 😒",96.4
Heavy pelting again classic Bombay monsoon 😂,27.5
Heavy rain over again classic Bombay monsoon 😂,27.5
Give the sack ' t believe the size of these undulation - ne'er consider like this before,60.7
Can ' t believe the size of these waves - ne'er seen alike this before,60.7
"Cyclone destroyed roof of my sign of the zodiac, kids shudder 😢",90.3
"Cyclone destroyed roof of my sign of the zodiac, kids shiver 😢",90.3
"My firm is altogether flooded, water till knee degree 😭 # FloodAlert",50.7
"My house follow completely flooded, body of water till genu grade 😭 # FloodAlert",50.7
Kadal lanthanum periya alai varuthu (large waving at sea) 🌊 outride safe # TamilNadu,30.1
Kadal la periya alai varuthu (bounteous waves at ocean) 🌊 stay safe # TamilNadu,30.1
"Bombay rains over again lol, bas abhi to office chhod act 😂 🌧 ️",18.2
"Mumbai rain once again lol, bas abhi to office chhod do 😂 🌧 ️",18.2
"@ IndianNavy please saving usa, stuck in Puri since cyclone hit!",90.6
"@ IndianNavy please rescue us, puzzle in Puri since cyclone hit!",90.6
Rainy vibes with chai ☕ but roadstead full of piddle 🤦,7.4
Rainy vibraphone with chai ☕ simply roadstead full of piss 🤦,7.4
"Basement totally filled with water, elevator car star grass gayi 😭 # Deluge",84.0
"Cellar completely filled with body of water, car doob gayi 😭 # Flowage",84.0
"Beach closed due to eminent tide, lifeguards warn tourists ⚠ ️",70.1
"Beach closed imputable to mellow tide, lifeguards admonish tourists ⚠ ️",70.1
"Power cut in unscathed area imputable to cyclone, scary night 😰",64.1
"Power cut in hale area due to cyclone, chilling night 😰",64.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",63.7
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",63.7
"Storm surge be break the wall, sea water introduce colony in Kolkata",51.1
"Storm surge comprise fracture the bulwark, ocean water entering colony in Kolkata",51.1
"High waves tally the shoring, fishermen in peril 🚤 🌊",55.2
"High wave hitting the shore, fishermen in danger 🚤 🌊",55.2
"No nutrient, no drinking water since yesterday, strand in Cuttack flood",98.4
"No nutrient, no drinking water since yesterday, strand in Cuttack flood",98.4
"Water entered basis floor, electrical energy proceed, please send service desperately!!",98.2
"Water entered ground storey, electricity live on, delight send out supporter urgently!!",98.2
"Seashore flooding lento, people strike inland",61.5
"Seashore swamp easy, people proceed inland",61.5
"Heavy wave hit the shoring, fishermen in danger 🚤 🌊",77.4
"Fully grown wave polish off the shoring, fishermen in danger 🚤 🌊",77.4
"Force cut in hale region due to cyclone, scary night 😰",66.4
"Power cut in unhurt area referable to cyclone, scary night 😰",66.4
"Cyclone winds are besides strong, trees falling everyplace 🌪 ️ @ NDRFalert",68.4
"Cyclone winds embody besides strong, trees fall everywhere 🌪 ️ @ NDRFalert",68.4
"My house is completely inundate, water cashbox knee level 😭 # FloodAlert",44.8
"My family is completely flooded, weewee money box articulatio genus level 😭 # FloodAlert",44.8
"Cyclone vacation declare, no college today yay 😅",12.1
"Cyclone vacation hold, no college today yay 😅",12.1
"Water insert ground storey, electrical energy gone, pleasesend supporter urgently!!",83.3
"Piddle entered ground level, electricity gone, pleasesend assistance desperately!!",83.3
"Fry call, we are on rooftop since last dark, water rising fast 🚨",83.9
"Kid crying, we are on rooftop since final night, body of water rising fast 🚨",83.9
"No food, no drinking piddle since yesterday, ground in Thiruvananthapuram outpouring",84.0
"No food, no drinking urine since yesterday, ground in Thiruvananthapuram flood",84.0
"My house is completely flooded, water system public treasury genu grade 😭 # FloodAlert",46.3
"My house make up completely flood, water till articulatio genus level 😭 # FloodAlert",46.3
"My house is completely glut, water till knee degree 😭 # FloodAlert",69.4
"My house is completely flooded, weewee boulder clay knee point 😭 # FloodAlert",69.4
"No food for thought, no imbibing water since yesterday, stranded in Visakhapatnam photoflood",90.3
"No food for thought, no drinking water supply since yesterday, ground in Visakhapatnam flood",90.3
"Tooshie ' t move out of door, route blocked imputable to heavy rain in Chennai. Anyone else stuck?",94.4
"Behind ' t go outside, roads blocked due to heavy pelting in Madras. Anyone else stuck?",94.4
"Cyclone destroy ceiling of my firm, kids shivering 😢",92.1
"Cyclone destroyed roof of my house, kids shivering 😢",92.1
"Tin can ' t believe the sizing of these wave, never seen same this before",37.0
"Can ' t believe the size of it of these waves, ne'er go out similar this before",37.0
"Power cut in unanimous country due to cyclone, scary dark 😰",78.2
"Mightiness cut in whole country due to cyclone, shivery dark 😰",78.2
"Posterior ' t conceive the size of these wave, ne'er seen similar this before",40.5
"Can ' t believe the size of these undulation, ne'er get a line comparable this before",40.5
"Can ' t go outside, roads block off due to clayey rain in Bombay. Anyone else stuck?",98.1
"Pot ' t go out of door, road blocked due to heavy pelting in Mumbai. Anyone else stuck?",98.1
"Beach closed due to high tide, lifeguard warn holidaymaker ⚠ ️",56.4
"Beach closed due to gamy tide, lifesaver warning holidaymaker ⚠ ️",56.4
"Bhai kal se baarishho rahi hai, koi madad nahi aayi abhi tak 😡",72.5
"Bhai kal se baarishho rahi hai, koi madad nahi aayi abhi tak 😡",72.5
"Only another solar day, stuck in dealings due to rain 😒",83.7
"Just another day, stay put in traffic due to rain down 😒",83.7
"My house is completely flooded, body of water till knee layer 😭 # FloodAlert",56.4
"My planetary house is completely glut, water cashbox genu level 😭 # FloodAlert",56.4
"No food, no drinking piddle since yesterday, stranded in Thiruvananthapuram flood",88.7
"No food, no drinking h2o since yesterday, maroon in Thiruvananthapuram flood lamp",88.7
"My mansion is completely oversupply, water boulder clay knee stratum 😭 # FloodAlert",33.4
"My theater is completely flooded, water trough knee level 😭 # FloodAlert",33.4
"Cyclone destroyed roof of my house, kid shiver 😢",90.4
"Cyclone destroyed roof of my firm, kid shivering 😢",90.4
Kadal pelican state peru ayuga vari (bounteous wave at sea) 🌊 stay safe # TamilNadu,64.4
Kadal la republic of peru ayuga vari (with child waves at ocean) 🌊 stay safe # TamilNadu,64.4
"Power excision in unharmed area imputable to cyclone, scary night 😰",56.8
"Big businessman cutting in whole sphere due to cyclone, scary night 😰",56.8
"Storm spate be breaking the rampart, sea piss entering colony in Visakha",66.4
"Storm surge is break the wall, ocean urine entering dependency in Visakha",66.4
"Cyclone destroyed cap of my house, kids thrill 😢",80.6
"Cyclone destroyed ceiling of my house, kids shiver 😢",80.6
"Bombay rains again lol, bas abhi to berth chhod serve 😂 🌧 ️",19.2
"Bombay rains again lol, bas abhi to office staff chhod perform 😂 🌧 ️",19.2
"Just another day, stick in dealings imputable to rain 😒",94.7
"Scarce another day, stuck in dealings due to rain down 😒",94.7
"Gamey waves polish off the shore, fishermen in risk 🚤 🌊",65.9
"Gamy waves hitting the shore, fisherman in peril 🚤 🌊",65.9
"Storm spate live breaking the bulwark, sea water entering colony in Thiruvananthapuram",64.6
"Storm surge is breaking the wall, ocean piddle entering dependency in Thiruvananthapuram",64.6
Kadal la periya alai varuthu (big undulation at sea) 🌊 detain safe # TamilNadu,64.2
Kadal la periya alai varuthu (big moving ridge at sea) 🌊 remain safe # TamilNadu,64.2
"Flood lamp in Mumbai, please @ NDRF descend fast 🙏",54.2
"Deluge in Bombay, please @ NDRF come fast 🙏",54.2
"@ IndianNavy please rescue united states of america, stuck in Cuttack since cyclone hitting!",92.6
"@ IndianNavy please saving us, stuck in Cuttack since cyclone strike!",92.6
"Rump ' t think the size of these waves, never seen corresponding this before",45.5
"Can ' t believe the size of it of these waves, ne'er meet like this before",45.5
"Water move into ground trading floor, electricity gone, please beam assistance desperately!!",98.2
"Water entered earth story, electricity go, delight send aid urgently!!",98.2
"Cyclone vacation declared, no college today yay 😅",6.6
"Cyclone holiday declared, no college today yay 😅",6.6
"Heavily dump snow on roads, cars full throttle 🙏 # SnowfallAlert",49.2
"Heavily dumped snow on roads, cars wide throttle 🙏 # SnowfallAlert",49.2
"Seashore flooding slowly, multitude moving inland",44.9
"Seashore flood easy, people moving inland",44.9
"Beach close due to high lunar time period, lifeguards warning holidaymaker ⚠ ️",53.0
"Beach close due to high tide, lifeguard warning tourists ⚠ ️",53.0
"Force cut in whole area due to cyclone, scarey nox 😰",63.1
"Power cut in whole area referable to cyclone, scary night 😰",63.1
"Bombay rains again lol, bas abhi to post chhod do 😂 🌧 ️",11.5
"Mumbai rains again lol, bas abhi to office chhod make 😂 🌧 ️",11.5
"My home is completely flooded, piss till genu degree 😭 # FloodAlert",61.9
"My firm is all flooded, water till knee joint floor 😭 # FloodAlert",61.9
"No food, no drink water since yesterday, stranded in Kolkata torrent",90.0
"No food, no drinking water since yesterday, strand in Kolkata outpouring",90.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",66.8
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",66.8
"Just another day, stuck in dealings ascribable to rain down 😒",86.3
"Just another day, stuck in traffic due to rain down 😒",86.3
"Flood in Puri, delight @ NDRF come fast 🙏",40.7
"Floodlight in Puri, please @ NDRF come tight 🙏",40.7
"Kidskin crying, we be on rooftop since last nighttime, water rising tight 🚨",99.9
"Shaver crying, we be on rooftop since last night, water resurrect fast 🚨",99.9
"Storm surge live breaking the paries, sea water entering colony in Madras",58.1
"Storm spate equal breaking the wall, sea water enroll dependency in Chennai",58.1
"Top executive cut in whole area due to cyclone, scary night 😰",78.3
"Power cut in whole expanse due to cyclone, chilling night 😰",78.3
"Lavatory ' t go outdoor, roads blocked imputable to threatening rain in Visakhapatnam. Anyone else stuck?",91.1
"Can ' t fit outside, road blocked ascribable to heavy rain in Visakhapatnam. Anyone else stuck?",91.1
"Cyclone destroyed ceiling of my house, kids shivering 😢",88.0
"Cyclone destroyed ceiling of my family, kids shivering 😢",88.0
"@ IndianNavy please rescue us, stuck in Trivandrum since cyclone hit!",82.5
"@ IndianNavy please saving us, stick in Trivandrum since cyclone strike!",82.5
"Bombay rains once again lol, bas abhi to office chhod do 😂 🌧 ️",10.0
"Bombay rains again lol, bas abhi to business office chhod do 😂 🌧 ️",10.0
Kadal lanthanum periya alai varuthu (big waves at sea) 🌊 stay secure # TamilNadu,30.5
Kadal la periya alai varuthu (big undulation at ocean) 🌊 stay on safe # TamilNadu,30.5
"Can ' t go tabu, roads blocked ascribable to heavy rain in Bombay. Anyone else mystify?",94.9
"Can ' t go out, roads blocked referable to operose pelting in Mumbai. Anyone else stick?",94.9
"Mumbai rain down again lol, bas abhi to part chhod do 😂 🌧 ️",30.0
"Bombay rains again lol, bas abhi to office chhod do 😂 🌧 ️",30.0
"Cyclone steer are too potent, sir herbert beerbohm tree fall everywhere 🌪 ️ # CycloneAlert",71.4
